artists,Track_Count,Avg_Pop,Max_Pop,Avg_Energy,Avg_Dance
Rodolfo Abrantes;O Muro de Pedra,2,39.5,41,0.63,0.67
Leonard Kwan,2,23.0,25,0.2,0.58
Leonard Cohen,2,63.0,64,0.34,0.48
Rodrigo Amarante,2,65.5,66,0.46,0.74
Rodrigo Deem,2,32.0,39,0.87,0.58
Rodrigo Zin,2,41.0,41,0.6,0.68
Rodriguez Jr.;Liset Alea,2,46.0,51,0.66,0.66
Roger Eno;Scoring Berlin,2,47.5,53,0.08,0.38
Leo Baumgart,2,61.0,62,0.03,0.17
Lennon Stella;Charlie Puth,2,0.0,0,0.69,0.7
Rolando Laserie,2,29.0,30,0.43,0.51
Romanthony;Dixon,2,16.0,17,0.33,0.84
Let's Active,2,20.0,20,0.72,0.61
Robin Schulz;Alida,2,34.0,65,0.67,0.57
Lena Philipsson,2,35.0,35,0.85,0.6
Robin S,2,50.0,69,0.82,0.78
Lil Cobaine,2,61.5,62,0.48,0.76
Rob McClure;Analise Scarpaci;Jenn Gambatese;Jake Ryan Flynn;J. Harrison Ghee;Brad Oscar;Mark Evans;Peter Bartlett;Cameron Adams;Aaron Kaburick;Aléna Watters;Charity Angél Dawson;David Hibbard;KJ Hippensteel;Mrs. Doubtfire Original Broadway Ensemble;Wayne Kirkpatrick;Karey Kirkpatrick;Mrs. Doubtfire Original Broadway Cast,2,21.0,22,0.48,0.52
Lihua Zhao,2,55.0,58,0.06,0.42
Lights Of Euphoria,2,24.5,26,0.7,0.6
Lights & Motion,2,47.5,49,0.12,0.22
Light The Torch,2,58.5,61,0.93,0.41
Rob McClure;Wayne Kirkpatrick;Karey Kirkpatrick;Mrs. Doubtfire Original Broadway Cast,2,21.5,23,0.37,0.54
Rob Scallon,2,44.5,47,0.41,0.48
Life Of Agony,2,31.5,32,0.88,0.38
Robbie Rule;TripleDose Production,2,20.0,20,0.75,0.69
Robert Babicz,2,0.0,0,0.82,0.74
Library Tapes,2,54.5,58,0.03,0.35
Robert Palmer,2,0.5,1,0.84,0.65
Liaze,2,41.0,44,0.48,0.84
Robert Palmer;Eric 'ET' Thorngren,2,34.0,68,0.69,0.69
Roberta Campos,2,42.5,46,0.48,0.46
Roberto Blades,2,29.5,30,0.75,0.56
Li Yugang,2,49.0,54,0.47,0.55
Lexer,2,40.0,47,0.65,0.7
Roberto Goyeneche;Adriana Varela,2,23.0,26,0.3,0.39
Roberto Goyeneche;Osvaldo Berlingieri y su Orquesta,2,26.5,33,0.45,0.42
Roberto Goyeneche;Raúl Garello y su Orquesta,2,23.0,29,0.5,0.53
Roberto Grela,2,16.0,16,0.44,0.35
Leng Tch'e,2,13.0,13,0.97,0.26
Lemongrass;Jane Maximova,2,0.0,0,0.48,0.62
Lil Loski,2,51.0,52,0.55,0.63
Rovalio,2,39.5,50,0.4,0.59
Roy Woods;Drake,2,37.5,75,0.36,0.71
Royal Club,2,38.0,39,0.91,0.4
Rozei,2,50.0,58,0.71,0.74
Lauren Babic;Seraphim,2,54.0,55,0.56,0.52
Lauren Alaina,2,0.0,0,0.58,0.38
Rubén Blades;Willie Colón,2,32.5,35,0.68,0.64
Laura Pausini,2,0.5,1,0.4,0.44
Laura Marling,2,55.0,58,0.1,0.51
Rude-α,2,56.5,59,0.87,0.64
Lauge;Baba Gnohm,2,0.0,0,0.27,0.51
Latha Hentry,2,18.5,19,0.42,0.65
Lata Mangeshkar;Kumar Sanu,2,57.0,57,0.62,0.51
Lata Mangeshkar;Kishore Kumar,2,57.0,59,0.3,0.37
Rudimental;MORGAN;Digga D;TIKE,2,0.0,0,0.73,0.85
Rudimental;Rita Ora,2,0.0,0,0.72,0.56
Rudra,2,54.5,57,0.4,0.38
Ruido Blanco Hart;Musica para Bebes;Canciones De Cuna Para Dormir Bebes,2,25.5,27,0.09,0.24
Last Minute India,2,45.0,46,0.55,0.42
Runa Laila,2,40.0,46,0.37,0.32
Run–D.M.C.,2,18.5,32,0.75,0.83
Rusha & Blizza,2,52.5,59,0.41,0.72
Rusko,2,37.0,50,0.84,0.62
Las manos de Filippi,2,36.0,36,0.69,0.74
Roy Scott,2,12.0,13,0.56,0.76
Lavern,2,61.0,63,0.6,0.69
Romanthony;Mia Dora,2,22.0,31,0.76,0.74
Layo & Bushwacka!;Tim Deluxe,2,34.5,52,0.89,0.68
Romanthony;Roman,2,5.0,5,0.71,0.82
Romeo Void,2,24.5,27,0.79,0.55
Ron Flatter,2,21.5,43,0.79,0.78
Lefties Soul Connection,2,19.5,20,0.86,0.57
"""Puppy Dog Pals"" Cast",2,57.5,60,0.86,0.7
Ronald Cheng,2,48.0,50,0.66,0.64
Rone,2,25.0,48,0.56,0.65
Ronnie Bowman,2,23.5,25,0.69,0.6
Lee Mack,2,23.5,25,0.71,0.59
Lee DeWyze,2,47.0,49,0.31,0.45
Leda Moreno,2,29.0,31,0.52,0.63
Lebrado,2,37.0,37,0.55,0.8
Rory Block,2,25.5,26,0.43,0.69
Rory Gallagher,2,57.0,60,0.67,0.31
Rosa Tattooada,2,37.0,39,0.59,0.59
Lea Salonga;Disney,2,60.5,62,0.23,0.29
Lea Salonga;Brad Kane;Disney,2,50.0,55,0.23,0.32
Rosario Dawson;Taye Diggs;Idina Menzel;Jesse L. Martin;Adam Pascal;Tracie Thoms;Anthony Rapp;Wilson Jermaine Heredia,2,40.0,59,0.58,0.48
LeBrock,2,42.0,44,0.9,0.52
Le Youth,2,55.0,60,0.78,0.63
Roshan Sebastian;Robin Sebastian,2,58.5,68,0.21,0.64
Lazerpunk,2,38.0,40,0.91,0.61
Rosi Golan,2,42.0,43,0.15,0.54
Rmb,2,26.5,28,0.87,0.58
Lil Nas X;Jack Harlow,2,83.5,86,0.7,0.74
Las Lagrimas,2,39.0,50,0.19,0.57
Rebūke,2,51.0,56,0.64,0.72
Red Garland;Paul Chambers;Art Taylor,2,56.5,57,0.22,0.54
Lollies,2,27.0,27,0.99,0.77
Redeyes,2,32.5,44,0.58,0.63
Redman,2,32.0,63,0.67,0.67
Regain,2,21.0,22,0.93,0.61
Lola Indigo,2,30.0,60,0.69,0.81
Regnør,2,60.5,61,0.09,0.38
Rehmahz;Oba Reengy,2,17.0,18,0.62,0.62
Loess,2,8.0,8,0.45,0.42
Loco Dice,2,17.0,17,0.74,0.8
Reignwolf,2,58.5,59,0.88,0.32
Reinier Zonneveld,2,55.5,58,0.88,0.81
Reivaj Ebol,2,58.0,59,0.08,0.33
Rejecta,2,28.0,29,0.89,0.52
Relajación océano y olas,2,22.0,22,0.55,0.21
Lluvia para Dormir,2,39.0,47,0.66,0.16
Rels B;Indigo Jams,2,29.5,30,0.38,0.81
Lloyd Banks,2,62.0,64,0.86,0.74
Renacer,2,20.0,21,0.94,0.42
Renato Teixeira,2,46.5,47,0.37,0.5
Lizzo;Purple Disco Machine,2,4.0,5,0.77,0.8
Renato da Rocinha,2,41.5,45,0.71,0.57
René Aubry,2,24.5,25,0.13,0.66
Recham,2,48.0,49,0.6,0.68
Reality Test;Shanti People,2,37.5,46,0.87,0.6
René LaVice,2,19.5,21,0.84,0.62
Lonely Night,2,56.0,56,0.62,0.66
Raspigaous,2,31.0,31,0.54,0.79
Los Amores Recientes,2,47.5,50,0.13,0.47
Rastapé,2,40.0,40,0.57,0.65
Rauw Alejandro;Chencho Corleone,2,83.0,83,0.69,0.87
Ray De La Paz,2,32.0,37,0.74,0.67
Loren Allred,2,59.0,75,0.35,0.36
Lordson Antony,2,20.5,22,0.5,0.53
Lords Of The New Church,2,22.0,23,0.93,0.41
Lords Of Acid,2,20.5,21,0.89,0.64
Ray Volpe,2,51.0,57,0.97,0.55
Raz,2,44.0,51,0.95,0.63
Raz Dwa Trzy,2,32.0,32,0.8,0.51
Lord Huron;Phoebe Bridgers,2,64.5,68,0.4,0.42
Raz;Henrique Camacho,2,39.5,43,0.9,0.47
Loquillo,2,56.0,57,0.83,0.39
Raí Saia Rodada,2,41.0,42,0.88,0.61
Re-Style;Bass-D,2,21.5,25,0.86,0.42
Real Friends,2,0.0,0,0.85,0.61
Lonely in the Rain;SOMOH,2,53.0,54,0.44,0.58
Real Life,2,41.5,59,0.86,0.63
Lonely Night;Ari;Lost Dreamers,2,50.5,54,0.57,0.58
Lonely Night;Ari;Ellou,2,50.0,51,0.64,0.63
Real McCoy,2,58.5,64,0.9,0.77
Livingston,2,59.5,62,0.58,0.69
René van Kooten,2,18.0,18,0.35,0.48
Ritviz;Karan Kanchan,2,47.0,47,0.67,0.69
Richie Hawtin,2,17.0,27,0.57,0.67
Lindsay Mendez,2,28.0,32,0.51,0.5
Linda Vera,2,29.5,31,0.47,0.48
Richie Hawtin;Plastikman,2,9.0,10,0.78,0.8
Rick Gallagher Project,2,59.5,61,0.04,0.33
Ricky Hsiao,2,11.0,22,0.51,0.45
Ricky Montgomery,2,80.5,82,0.59,0.54
Ricky Nelson;The Stone Canyon Band,2,40.0,56,0.31,0.78
Lime,2,32.0,33,0.74,0.72
Ricky Rich;Dardan;Zuna,2,54.5,63,0.6,0.77
Lim Hyung Joo,2,39.5,40,0.52,0.36
Rico Nasty;Flo Milli,2,0.0,0,0.77,0.81
Rigoberta Bandini;Amaia,2,58.0,61,0.72,0.66
Lilas Ikuta,2,67.0,68,0.53,0.62
Rings of Saturn,2,20.0,20,0.99,0.49
Rin音,2,0.0,0,0.6,0.61
Rionegro & Solimões,2,46.0,47,0.72,0.65
Lil Zey;Rosalie.,2,0.0,0,0.78,0.73
Lil Zey;Kozmos,2,0.0,0,0.59,0.8
Lil Zey,2,44.5,46,0.47,0.67
Lil Tjay;Offset;Moneybagg Yo,2,70.5,78,0.57,0.88
Riria.,2,52.5,55,0.45,0.61
Lil Revive,2,57.5,61,0.57,0.64
Rishi Rich;Badshah;Vishal Dadlani;Payal Dev,2,43.0,46,0.85,0.86
Richie Hawtin;80xx,2,10.0,12,0.63,0.73
Linet,2,41.0,42,0.67,0.41
Liu & Léu,2,47.5,49,0.56,0.67
Richard Walters,2,53.0,54,0.25,0.5
Replikas,2,29.5,31,0.7,0.48
Resgate,2,39.0,40,0.81,0.47
Rev Theory,2,13.5,27,0.97,0.36
Little Jinder;First Aid Kit,2,23.0,23,0.77,0.54
Little Gerhard,2,35.0,40,0.72,0.6
Reznyck,2,16.5,18,0.83,0.39
Rhythim Is Rhythim,2,10.0,10,0.96,0.73
Listener Kids,2,46.0,53,0.11,0.63
Lisa Stansfield,2,30.5,33,0.6,0.7
Rhythim Is Rhythim;May Day;Derrick May,2,5.0,5,0.81,0.76
Rhythm & Sound;Paul St. Hilaire,2,18.5,20,0.57,0.81
Lisa Ekdahl,2,35.5,36,0.24,0.79
Ribin Richard;Archana Mohan Iyer,2,35.5,48,0.79,0.65
Liquid Soul;Vini Vici,2,48.5,51,0.88,0.64
Lionrock,2,13.0,14,0.74,0.67
Lionheart,2,29.0,29,0.96,0.43
Ricardo Ceratto,2,41.0,42,0.42,0.66
Ricardo Lemvo,2,18.5,19,0.66,0.78
Ricardo Moreno,2,25.5,29,0.91,0.55
Ricardo Tanturi,2,18.0,20,0.37,0.72
Ricardo Tanturi;Alberto Castillo,2,18.0,19,0.46,0.65
Richard M. Sherman;Robert B. Sherman,2,21.0,23,0.35,0.5
Link Wray;The Wraymen,2,26.0,28,0.47,0.44
Russell Peters,2,29.0,30,0.48,0.56
Las Almas Nuevas,2,47.0,47,0.27,0.49
Scooter;Jebroer,2,33.0,49,0.89,0.6
San Holo;Chet Porter,2,52.0,54,0.62,0.42
Sanctus Real,2,62.0,66,0.82,0.45
Sander van Doorn;Martin Garrix;DVBBS;Aleesia,2,40.0,40,0.8,0.52
Sandesh Shandilya;Sonu Nigam;Alka Yagnik,2,59.5,60,0.74,0.74
Kum,2,40.0,42,0.54,0.74
Sandy;OUTROEU,2,43.0,46,0.68,0.45
Kuba Jurzyk,2,20.5,22,0.41,0.47
Sandy;Wanessa Camargo,2,45.0,45,0.51,0.55
Sangeetha Katti,2,33.5,34,0.62,0.56
Sangeetha Rajeev,2,44.5,47,0.63,0.68
Sanja Göransson,2,63.0,66,0.0,0.18
Sanjay Subrahmanyan,2,32.0,32,0.39,0.4
Sanjeev T;Shweta Mohan,2,34.5,36,0.42,0.53
Kruelty,2,21.0,22,0.95,0.51
Kruder & Dorfmeister,2,46.5,49,0.32,0.78
Sannex,2,35.5,38,0.91,0.56
Kristin Chenoweth;Keb' Mo',2,0.0,0,0.48,0.46
Santabarbara,2,30.5,32,0.43,0.59
Santana;Rob Thomas,2,68.0,69,0.92,0.61
Santana;The Product G&B,2,64.5,67,0.6,0.78
Kristen Bell;Idina Menzel;Josh Gad;Jonathan Groff;Cast of Frozen 2,2,59.5,67,0.54,0.57
Santesh;Amos Paul,2,29.0,29,0.81,0.71
Kristen Bell;Agatha Lee Monn;Katie Lopez,2,60.0,70,0.12,0.31
Santhosh Narayanan,2,58.5,60,0.8,0.71
Sanchez,2,28.0,29,0.35,0.73
Samuel Mizrahy,2,23.5,24,0.86,0.37
Kris Allen,2,50.0,55,0.59,0.53
Kurban,2,40.0,42,0.96,0.57
Sam Wills;Honey Mooncie,2,64.0,68,0.36,0.85
L'Algérino,2,54.0,57,0.95,0.79
Kızılırmak,2,38.5,40,0.34,0.61
Kıraç,2,39.0,40,0.69,0.48
KÖFN,2,40.5,42,0.53,0.71
KÅRP,2,24.5,26,0.71,0.52
Kyuso Nekokami,2,31.0,31,0.97,0.53
Samantha Barks,2,39.5,52,0.31,0.44
Kyoko Koizumi;野村義男Band,2,30.0,32,0.97,0.44
Samantha J,2,36.0,38,0.66,0.83
Samantha Lam,2,31.5,41,0.48,0.57
Samba da Vela,2,36.0,38,0.83,0.48
Sambomaster,2,48.0,59,0.96,0.37
Kygo;Sasha Alex Sloan,2,63.0,65,0.55,0.67
Samm Henshaw,2,58.5,60,0.79,0.66
Kygo;Dean Lewis,2,74.0,75,0.61,0.62
Samprazer,2,44.0,45,0.77,0.58
Kyan;Mu540,2,48.0,48,0.43,0.87
Samuel E. Wright,2,40.5,57,0.44,0.57
Kvaen;Pierre Törnkvist,2,16.5,17,0.72,0.37
Kush Kush,2,54.5,61,0.85,0.74
Kurt Rosenwinkel,2,0.0,0,0.3,0.45
Kurt Braunohler,2,22.0,23,0.67,0.63
Sara Farell;Simon Samaeng,2,46.0,48,0.32,0.52
Krewella;Nucleya,2,34.0,34,0.72,0.7
Sam Paganini,2,48.0,55,0.8,0.78
Kodaline,2,79.5,82,0.52,0.35
Kodak Black;John Wicks;Jackboy,2,0.0,0,0.73,0.71
Satinder Sartaaj,2,60.5,64,0.77,0.69
Satoshi Imano,2,29.5,30,0.72,0.68
Koba LaD,2,33.5,34,0.66,0.77
Koalaz,2,25.5,28,0.95,0.55
Knock2,2,60.5,61,0.96,0.64
Satélite Kingston,2,34.0,35,0.76,0.77
Klute,2,17.0,17,0.74,0.41
Klubfiller;Steve Hill;Carlotta Chadwick,2,22.5,26,0.97,0.6
Klubfiller;Rob Tissera;Steve Hill;BK,2,24.0,26,0.91,0.68
Klubfiller;Rob Tissera;Steve Hill,2,22.5,26,0.96,0.56
Klingande,2,58.0,58,0.6,0.72
Savage Bops,2,40.0,47,0.4,0.66
Savage Hands,2,52.5,55,0.94,0.53
Kleiton & Kledir,2,43.0,43,0.71,0.46
SawanoHiroyuki[nZk];Laco,2,56.5,58,0.78,0.76
SawanoHiroyuki[nZk];mizuki,2,57.5,61,0.84,0.56
Sayanora Philip,2,27.5,30,0.87,0.63
Scabtik,2,0.0,0,0.94,0.45
Scar Symmetry,2,22.5,23,0.99,0.5
Scary Bitches,2,22.5,23,0.82,0.6
ScimmiaSka,2,31.5,32,0.6,0.72
Scooter;Harris & Ford,2,54.0,58,0.93,0.42
Kodak Black;XXXTENTACION,2,0.0,0,0.52,0.75
Sash!,2,57.5,67,0.94,0.65
Sara Ramirez,2,39.5,56,0.48,0.49
Sascha Funke,2,44.5,45,0.43,0.67
Kreisligalegende,2,28.0,34,0.95,0.66
Kreator,2,51.5,52,0.98,0.47
Kramp,2,28.5,30,0.76,0.28
Krafty Kuts;Sporty-O,2,14.5,15,0.83,0.8
Kraftwerk,2,54.0,59,0.72,0.76
Sarah Beatriz,2,44.5,47,0.63,0.27
Kozah,2,34.5,36,0.91,0.51
Sarah Charles Lewis;Tuck Everlasting Original Broadway Cast Ensemble,2,27.0,27,0.21,0.49
Sarah Cothran,2,70.0,76,0.24,0.55
Sarah Gayle Meech,2,14.0,16,0.41,0.44
Sarah Kang;Nieman,2,42.0,49,0.5,0.38
Sarah Meow,2,61.5,64,0.25,0.89
Sarah Oliveira;BRAVE,2,31.0,32,0.48,0.32
Sarah Téibo,2,20.5,22,0.68,0.73
Sarantis,2,25.0,26,0.83,0.66
Konshens,2,46.5,60,0.58,0.79
Konomi Suzuki,2,53.0,56,0.92,0.54
Koni;AC15;Sam Knight,2,30.5,33,0.63,0.61
Sarcastic Sounds;Claire Rosinkranz;Clinton Kane,2,54.0,57,0.57,0.63
Sarcastic Sounds;Rxseboy,2,59.5,62,0.82,0.66
Kojo Funds;RAYE,2,1.0,1,0.72,0.41
Koichi Yamadera,2,26.5,35,0.61,0.43
Sascha Braemer,2,20.0,20,0.53,0.75
LANKS,2,48.5,50,0.5,0.73
Sam MacPherson,2,59.0,60,0.36,0.63
Rustage;Frazer,2,45.0,48,0.86,0.8
SHAED;ZAYN,2,68.0,69,0.46,0.62
Laden,2,20.0,21,0.78,0.58
Lacrim,2,18.0,34,0.73,0.87
SHY FX;T. Power;Top Cat,2,21.0,26,0.96,0.61
Lack Of Afro;Wax;Herbal T,2,23.0,25,0.83,0.74
SIAM SHADE,2,33.5,34,0.96,0.4
Lacee,2,36.5,37,0.64,0.76
Labyrint,2,30.5,33,0.79,0.63
Labrinth;Zendaya,2,74.0,76,0.66,0.4
SIX,2,62.0,64,0.55,0.69
SLANDER,2,41.0,41,0.84,0.7
SLANDER;Ashley Drake,2,49.0,51,0.58,0.44
SLANDER;Kiiara,2,54.5,56,0.68,0.67
SLANDER;RØRY;Dylan Matthew,2,49.0,52,0.57,0.47
SLKBTS,2,37.0,43,0.54,0.75
SMASH Cast,2,24.0,26,0.52,0.63
La Trenza de la Abuela,2,33.5,34,0.82,0.48
La Tremenda Korte,2,39.0,39,0.94,0.54
La Transa,2,35.0,36,0.79,0.65
La Sonora Matancera;Carlos Argentino,2,30.0,31,0.27,0.81
La Sonora Matancera;Bienvenido Granda,2,31.0,33,0.57,0.62
SMD,2,21.0,22,0.94,0.59
La Sonora Dinamita;Playa Limbo,2,14.5,29,0.75,0.78
La Sonora Dinamita;Mariana Seoane,2,15.0,30,0.79,0.8
Lado de Cá,2,44.0,47,0.64,0.66
Lady Gaga;Colby O'Donis,2,0.0,0,0.74,0.81
La Sonora Dinamita;El Bebeto,2,33.5,39,0.81,0.85
SHAED;Jauz,2,60.5,64,0.61,0.49
Rustage;Shwabadi,2,37.5,39,0.75,0.77
Rusted Root,2,69.0,70,0.69,0.5
Ryan Oakes,2,57.5,59,0.46,0.69
Larry Gaaga;Duncan Mighty;Victor AD,2,0.0,0,0.52,0.83
Lara Liang,2,32.5,36,0.63,0.73
Lantlôs,2,34.0,36,0.73,0.39
Rytikal,2,19.5,21,0.62,0.69
Rzee,2,35.0,35,0.63,0.82
RØNIN,2,63.5,73,0.28,0.68
Róisín Murphy,2,0.0,0,0.82,0.74
Röyksopp;ARTBAT,2,41.5,44,0.51,0.71
Lanek,2,35.5,37,0.48,0.6
Röyksopp;Alison Goldfrapp;&ME,2,44.0,52,0.84,0.73
Landon Pigg,2,56.5,58,0.43,0.41
Lance Allen,2,43.0,44,0.18,0.59
Röyksopp;Maurissa Rose,2,37.0,39,0.74,0.74
S. Sowmya,2,31.0,31,0.38,0.47
S3RL;Tamika,2,21.5,23,0.97,0.59
SATV Music,2,51.5,52,0.55,0.55
Laleh,2,17.5,35,0.84,0.7
Lagosta Bronzeada,2,37.5,38,0.83,0.59
SEKAI NO OWARI,2,37.5,75,0.74,0.59
SG Lewis;Ty Dolla $ign;Lucky Daye,2,35.0,67,0.84,0.57
La Sonora Dinamita;El Dasa,2,16.0,32,0.78,0.82
La Sonora Dinamita,2,34.0,40,0.62,0.74
Sam Feldt;RANI,2,66.5,68,0.64,0.59
Saco;Sebastiën,2,64.0,65,0.73,0.8
LUDMILLA;Orochi,2,49.5,55,0.57,0.7
LUDMILLA;DJ Will22;Topo La Maskara;Mariah Angeliq;Mr. Vegas,2,0.5,1,0.76,0.84
Saib,2,57.0,60,0.42,0.69
LUDI,2,42.0,43,0.37,0.56
LUCHS;Patrik Berg Almkvisth,2,54.0,59,0.1,0.46
Said The Sky;Kwesi,2,46.0,54,0.58,0.33
Saint Abdullah,2,5.0,5,0.48,0.38
Saint Motel,2,69.0,70,0.9,0.6
Sajeer Koppam;Rijisha Balakrishnan,2,26.0,26,0.43,0.63
LSB,2,21.0,22,0.79,0.53
Salim–Sulaiman;Amitabh Bhattacharya,2,35.5,36,0.68,0.6
Salim–Sulaiman;Arijit Singh,2,39.5,46,0.89,0.49
Salim–Sulaiman;Benny Dayal;Amitabh Bhattacharya,2,45.0,56,0.66,0.82
Salim–Sulaiman;Rahat Fateh Ali Khan;Jaideep Sahni,2,56.5,71,0.52,0.5
LJ Echols,2,34.0,35,0.68,0.87
LIT killah,2,23.0,43,0.57,0.69
LISA,2,75.5,78,0.6,0.82
Salim–Sulaiman;Sunidhi Chauhan,2,44.0,51,0.88,0.72
LINDBERG,2,35.5,38,0.85,0.45
LIL DUSTY G;Marshmello,2,48.0,49,0.41,0.69
Salim–Sulaiman;Sunidhi Chauhan;Amitabh Bhattacharya,2,45.0,58,0.74,0.69
Salzband,2,40.5,41,0.61,0.51
Sam & Dave,2,0.0,0,0.36,0.8
Saez,2,32.5,34,0.63,0.69
Sachin-Jigar;Arijit Singh;Priya Saraiya,2,57.5,58,0.39,0.68
SPINALL;Fireboy DML,2,59.0,59,0.68,0.7
La Belle Bleue,2,33.0,34,0.76,0.63
La Roux;GAMPER & DADONI,2,35.0,70,0.77,0.75
SPITZ,2,35.5,37,0.77,0.6
La Rondalla Tapatía,2,21.0,21,0.3,0.5
STEELHEART,2,52.0,55,0.53,0.41
La Portuaria,2,40.5,46,0.76,0.69
STUCA,2,44.0,47,0.9,0.61
SUNMI,2,69.0,71,0.74,0.78
SUPERIOTS,2,40.5,43,0.88,0.61
SWAY,2,19.5,20,0.81,0.75
Saba Alizadeh;Andreas Spechtl,2,1.0,1,0.44,0.19
La Matatena,2,34.5,36,0.77,0.39
La La Love You;Axolotes Mexicanos,2,66.5,67,0.87,0.6
La Juan D'Arienzo,2,17.5,18,0.27,0.59
La Guardia,2,54.0,54,0.73,0.59
Sabbat,2,19.0,20,0.98,0.16
La Grande Sophie,2,30.5,31,0.53,0.68
La Furia,2,47.5,52,0.82,0.57
Sabbotage;Dj Biene,2,16.0,32,0.96,0.58
La Femme,2,51.0,51,0.7,0.65
La Cumbia Chicharra,2,17.5,18,0.54,0.77
Sabo Tan,2,17.5,31,0.22,0.72
La Casa Azul,2,57.5,59,0.89,0.67
Sachin Warrier;Job Kurian;Sayanora,2,34.0,40,0.48,0.51
!nvite,2,23.0,41,0.52,0.82
龍藏Ryuzo,2,21.5,23,0.42,0.5
Cobra Starship;Icona Pop;Rob Orton,2,0.0,0,0.93,0.63
Becca Folkes,2,16.5,17,0.85,0.7
Agustín Irusta,2,24.5,31,0.39,0.52
Bebeto,2,38.0,40,0.93,0.59
Brother Dege,2,51.0,54,0.59,0.74
Aquasky,2,13.5,15,0.9,0.65
Coffeekids;Tragedy 999,2,47.5,54,0.29,0.56
Don Diablo,2,58.5,59,0.76,0.71
Bebe Rexha;Florida Georgia Line,2,0.5,1,0.78,0.64
Agoria;Jacques,2,43.5,44,0.65,0.76
Agoria;Blasé,2,52.5,53,0.65,0.73
Brownout;Brown Sabbath,2,18.0,19,0.73,0.39
Agoria,2,27.5,55,0.68,0.56
Daniel Glaven;Will Church,2,57.5,61,0.73,0.75
Brray,2,0.0,0,0.67,0.84
Dominique Marais,2,55.0,59,0.12,0.28
Brray;Rauw Alejandro,2,0.5,1,0.78,0.6
Bruce Channel,2,31.0,62,0.59,0.53
Fabiana Anastácio,2,43.0,44,0.72,0.68
Age Of Love;Charlotte de Witte;Enrico Sangiuliano,2,61.0,64,0.91,0.75
Agam,2,42.0,44,0.46,0.48
Bebe,2,44.5,60,0.69,0.8
Against Me!,2,16.5,33,0.8,0.44
Arca;Sia,2,40.0,41,0.65,0.4
Beave,2,58.0,59,0.82,0.67
Dominic Fike;Zendaya,2,35.5,70,0.3,0.37
Daniel Robinson,2,55.5,56,0.32,0.67
Dominic Fike,2,67.5,71,0.8,0.74
Fabio Brazza;Luccas Carlos;Vulto,2,43.5,44,0.65,0.7
Don Diablo;Zak Abel,2,31.5,63,0.76,0.79
Ahmoudou Madassane,2,38.5,42,0.41,0.44
Arckanum,2,17.0,18,0.95,0.22
Cold Blood,2,26.5,27,0.53,0.46
F.Y.P,2,20.5,21,0.91,0.33
Colin & Caroline,2,44.5,55,0.39,0.54
F4,2,45.5,53,0.43,0.57
Aoi Teshima,2,48.0,51,0.23,0.6
Air;Beth Hirsch,2,55.5,63,0.47,0.48
Coldworker,2,12.0,12,0.99,0.3
Don Omar;Plan B,2,2.0,2,0.86,0.73
Broken Back,2,63.0,63,0.81,0.69
Bronski Beat,2,51.5,73,0.67,0.67
Aoki Takamasa,2,10.0,10,0.27,0.81
FERNANDOCOSTA,2,59.0,62,0.59,0.6
Dane Amar;Jereena Montemayor,2,61.0,65,0.24,0.84
Apes of the State,2,28.5,30,0.48,0.7
FIL BO RIVA,2,0.5,1,0.79,0.62
Becky G;Natti Natasha,2,68.0,69,0.74,0.79
FIT Siegel,2,7.5,10,0.89,0.74
Don Omar;Alexis y Fido,2,0.0,0,0.73,0.64
Becky G;KAROL G,2,83.0,85,0.7,0.84
Aphrodite's Child,2,45.5,51,0.54,0.29
Cold Hart;Lil Peep,2,62.0,65,0.55,0.56
Cold Confusion,2,22.5,24,0.98,0.52
Don Mazuck,2,62.5,64,0.03,0.11
Cold Cave,2,25.5,29,0.89,0.51
Aim,2,19.5,20,0.62,0.59
Aidonia,2,15.0,27,0.71,0.68
Aidan Bissett,2,71.0,72,0.73,0.59
FKJ;((( O ))),2,63.0,65,0.21,0.49
Daniel Steinberg,2,18.0,18,0.74,0.81
Arcturus,2,17.5,18,0.77,0.29
Beenie Man;Blakk Man,2,20.5,21,0.8,0.67
Adryana E A Rapaziada,2,47.5,52,0.52,0.71
Faith Prince;Tina Marie DeLeone;Denise Faye;JoAnn M. Hunter;Nancy Lemenager;Greta Martin;Pascale Faye,2,27.5,30,0.26,0.47
Faithless;David Guetta,2,47.5,60,0.9,0.64
Adriatique;Marino Canal,2,42.5,46,0.62,0.77
Bryan & Katie Torwalt;Cody Carnes,2,23.5,24,0.32,0.27
Bazzi;Cordae,2,0.0,0,0.71,0.77
Bazzi;Camila Cabello,2,38.5,74,0.72,0.64
Daniele Leoni,2,49.5,53,0.19,0.32
Dokken,2,29.5,59,0.78,0.35
Bryan Sutton,2,21.0,22,0.39,0.6
Faithless;Suli Breaks;Jazzie B.;MEDUZA,2,46.5,51,0.76,0.62
Doja Cat;SZA,2,81.5,82,0.7,0.76
Danielle Bradbery,2,0.5,1,0.62,0.4
Adriana Partimpim,2,42.5,45,0.31,0.59
Bryce Vine;lovelytheband,2,0.0,0,0.89,0.64
Arianne,2,37.5,38,0.36,0.62
Ariel Ardit;Andrés Linetzky,2,20.0,22,0.26,0.42
Falguni Pathak,2,61.5,66,0.74,0.7
Ariel Pink,2,52.0,54,0.67,0.43
Adrenalize,2,41.0,58,0.91,0.54
